552,303,582,387
560,301,586,380
566,300,589,377
569,299,594,377
567,300,601,383
570,300,604,383
564,293,596,379
570,296,595,375
574,296,600,375
574,295,602,377
573,296,601,380
574,297,602,381
578,293,604,368
581,291,606,372
581,291,609,371
579,291,612,373
578,291,611,371
576,292,609,372
585,289,610,371
588,290,614,369
587,291,615,372
585,292,616,375
587,290,617,370
589,284,619,364
594,289,617,366
594,290,622,371
591,291,629,376
591,292,627,371
594,292,625,367
592,291,623,366
604,290,631,370
603,291,634,383
602,292,634,376
604,291,632,372
608,290,633,369
604,290,629,369
610,291,640,375
607,291,642,374
604,290,638,377
605,289,636,375
612,288,638,368
611,287,637,367
608,287,640,372
606,287,639,374
607,285,637,362
609,285,634,361
608,283,633,367
607,282,632,366
599,285,638,366
595,284,630,366
595,284,626,370
597,283,622,360
593,282,621,364
592,282,620,364
581,283,612,369
578,282,607,362
576,281,600,357
572,281,597,364
567,282,600,362
569,281,602,361
554,283,591,371
553,282,582,363
554,281,579,359
549,282,578,363
544,283,577,368
544,282,577,367
545,283,574,358
549,282,573,357
551,282,576,364
552,282,584,366
551,283,584,366
549,282,582,365
554,282,582,362
557,284,584,361
553,284,586,366
550,286,584,371
549,286,581,372
548,287,580,373
548,286,574,363
546,287,577,369
545,289,581,370
541,289,576,374
541,289,571,367
541,288,571,366
543,288,571,370
541,290,571,372
539,291,572,375
540,291,569,374
539,291,566,365
537,290,564,364
536,288,562,372
534,291,565,376
529,294,560,377
527,301,555,376
528,292,557,373
527,291,556,372
523,293,549,379
520,295,549,382
520,294,548,383
521,295,546,372
521,298,546,375
520,297,545,374
521,297,546,374
519,297,544,374
517,296,542,373
518,296,543,373
518,296,543,373
517,295,542,372
517,298,542,375
517,297,542,374
517,296,542,373
517,296,542,373
545,294,575,346
557,287,587,339
549,294,575,357
548,293,576,361
545,292,576,360
543,292,574,363
540,292,571,367
535,290,566,365
535,290,565,371
533,289,562,371
530,289,559,371
527,288,557,376
526,290,553,378
525,291,552,379
522,288,550,367
521,285,549,368
518,286,546,368
516,287,544,373
514,287,542,374
515,287,543,374
512,285,541,365
511,284,540,365
511,284,543,367
512,285,543,371
515,284,544,370
517,283,546,369
517,281,546,360
519,281,547,362
518,281,548,366
519,281,547,365
519,279,547,362
520,277,548,360
519,277,548,358
520,278,549,361
520,278,549,364
521,277,550,365
522,276,549,353
522,273,549,350
522,275,549,354
522,276,548,359
521,276,546,362
520,276,546,360
519,274,545,351
518,272,544,349
517,273,543,354
515,273,541,357
514,272,540,359
515,271,539,348
514,270,538,346
513,269,537,345
510,270,535,350
505,271,534,351
501,270,531,351
496,269,525,347
491,267,520,345
489,266,518,344
482,267,514,353
479,266,511,352
477,265,507,345
476,264,503,343
473,264,498,343
471,264,496,343
464,265,492,349
459,265,490,345
455,264,484,342
449,263,479,340
449,262,479,343
450,262,480,343
478,258,506,341
503,254,531,329
531,250,557,326
563,248,589,326
595,246,620,326
593,246,618,326
647,243,672,320
661,242,687,314
671,240,697,316
673,240,701,318
672,241,698,320
679,238,705,317
665,237,691,317
661,236,685,309
656,235,679,311
651,235,675,312
645,234,669,312
644,234,668,312
633,231,659,304
626,231,654,307
622,231,650,309
616,232,645,312
613,230,639,311
611,231,637,312
603,228,627,303
598,229,622,305
592,230,615,308
586,230,610,309
579,229,604,304
576,229,601,304
568,228,594,307
562,229,591,323
558,229,585,312
552,229,579,302
546,228,573,303
545,228,572,303
541,228,565,305
542,228,567,306
544,226,569,301
548,225,574,302
552,224,579,299
550,223,577,298
565,224,592,289
576,219,602,297
586,216,612,294
594,223,618,292
604,225,627,294
604,227,627,296
617,219,643,294
626,217,651,288
634,215,659,288
638,215,667,289
645,215,674,282
645,213,674,280
654,215,681,283
656,214,681,287
656,214,681,289
656,214,682,291
655,215,681,295
655,217,681,297
654,214,680,288
655,213,680,290
656,214,681,292
657,216,682,280
659,217,684,289
658,219,683,291
664,218,688,290
665,218,690,292
668,219,693,300
670,221,695,305
674,223,698,306
675,223,699,306
680,224,705,297
684,224,708,301
686,225,712,306
690,227,714,308
692,228,718,312
692,229,718,313
695,230,722,307
696,230,722,312
693,233,721,317
693,235,720,321
694,235,720,317
695,233,721,315
694,236,719,314
694,238,719,320
695,241,719,324
695,243,721,325
695,243,724,330
696,244,725,331
701,245,727,324
702,247,728,329
700,250,731,334
702,252,732,341
707,253,734,334
708,251,735,332
713,257,737,334
714,258,742,339
712,262,747,348
712,266,746,349
715,268,748,350
717,268,750,350
725,272,752,353
724,275,753,360
724,278,755,366
723,281,755,372
728,283,756,374
728,282,756,373
731,287,756,369
729,289,758,375
724,294,760,380
719,297,754,386
717,300,754,386
717,299,754,385
716,304,745,391
712,307,741,394
702,310,746,401
697,312,745,406
696,313,743,405
695,311,742,403
692,320,725,404
683,324,723,411
675,328,719,421
669,331,708,423
669,334,705,423
671,333,707,422
669,340,703,430
662,343,703,435
657,346,700,443
654,347,697,447
660,350,692,442
660,347,692,439
656,355,690,444
648,360,698,452
641,363,688,458
640,364,685,459
647,365,682,455
649,363,684,453
647,370,687,466
642,372,691,473
639,373,687,476
645,374,682,471
650,375,684,471
651,373,685,469
642,381,693,479
637,384,696,482
634,384,688,486
642,386,687,479
654,387,689,484
656,386,691,483
651,392,697,497
646,395,698,502
646,394,697,507
658,397,694,502
