705,58,35,111
705,55,38,113
707,53,39,114
708,48,40,116
711,45,39,111
712,40,39,111
711,38,42,116
714,36,40,117
714,33,40,116
715,32,37,111
714,30,39,111
713,30,39,111
718,19,39,118
719,21,39,111
720,21,41,108
723,16,41,117
728,14,38,120
730,17,38,120
728,21,38,108
727,19,38,114
719,18,36,118
703,24,38,110
687,29,38,106
697,22,38,106
654,28,37,118
632,34,38,113
611,43,39,105
598,44,40,114
590,46,41,119
568,43,41,119
590,59,38,107
592,58,39,116
591,59,40,119
591,64,40,99
588,69,42,107
589,75,42,107
591,66,42,122
592,72,40,112
594,76,40,108
595,72,39,119
596,70,40,123
594,72,40,123
592,74,43,115
591,69,48,123
590,66,43,124
591,70,40,107
591,68,39,116
588,70,39,116
588,60,37,99
583,61,41,111
579,56,49,121
575,51,48,125
575,53,41,106
571,50,41,106
570,44,39,125
566,43,37,97
559,44,40,108
551,38,52,121
545,33,52,122
544,32,52,122
540,34,37,112
528,29,46,122
518,29,48,115
508,32,46,103
497,30,54,117
498,30,54,117
478,31,47,99
471,36,41,108
461,35,44,119
463,34,48,122
481,36,47,109
487,32,47,109
549,29,50,127
604,29,48,125
664,35,43,109
728,36,40,122
775,39,41,128
776,43,41,128
828,53,42,114
832,51,52,126
829,50,52,129
821,56,49,113
816,60,42,122
826,61,42,122
799,63,44,119
781,66,47,116
763,64,55,128
751,63,50,128
741,69,46,108
742,68,46,108
719,68,41,125
703,72,45,112
685,75,55,114
666,75,65,122
653,81,52,102
649,80,52,102
622,101,66,88
606,109,78,86
597,120,66,66
585,129,69,75
581,143,59,63
580,146,59,63
575,171,87,60
596,188,68,60
606,207,51,60
624,224,75,64
646,250,49,71
637,252,49,71
682,305,79,79
696,335,56,91
717,367,51,91
722,384,76,103
730,396,84,108
720,382,84,108
784,427,58,120
812,433,62,143
857,440,77,160
911,455,74,153
990,475,62,134
996,478,62,134
1104,513,21,133
1135,499,81,151
1153,503,84,138
1159,491,90,156
1151,472,77,155
1149,466,77,155
1086,443,73,117
1018,395,69,128
946,353,53,131
866,323,51,116
802,303,46,121
816,318,46,121
719,277,34,124
675,276,46,108
652,270,49,120
636,263,47,127
624,264,46,120
611,257,46,120
598,264,43,122
583,264,45,126
567,270,46,116
551,277,46,114
537,278,46,125
531,278,46,125
510,291,46,109
496,295,47,120
481,297,48,131
466,302,47,118
458,307,47,114
455,305,47,114
481,296,47,111
497,294,48,117
510,287,50,128
530,281,45,116
544,275,41,120
545,276,41,120
543,258,43,103
521,248,52,121
510,236,44,118
497,229,47,108
480,216,48,124
481,219,48,124
448,199,48,112
448,186,44,119
464,174,40,98
489,162,34,111
518,148,38,110
519,144,38,110
591,127,38,112
630,115,41,109
665,111,39,91
697,106,33,104
715,97,31,95
721,96,31,95
721,81,35,106
711,74,40,102
701,70,37,85
694,63,34,98
687,57,32,88
691,56,32,88
673,55,35,90
665,48,36,104
657,47,37,84
648,47,37,87
644,46,33,96
642,48,33,96
632,49,33,87
627,50,34,93
628,49,36,102
648,54,37,97
681,62,35,90
686,60,35,90
759,71,34,101
790,83,38,88
816,89,39,95
832,92,39,105
839,97,39,104
840,98,39,104
826,106,38,101
817,108,38,109
810,114,38,100
802,119,39,93
793,120,39,103
791,120,39,103
773,127,37,100
763,130,36,97
750,128,34,106
735,129,35,112
723,136,36,102
721,132,36,102
695,142,38,106
679,144,40,108
655,151,55,92
639,157,60,87
645,166,50,79
646,165,50,79
659,195,78,65
674,207,77,59
690,218,60,62
705,231,75,65
721,244,72,60
720,245,72,60
763,288,52,64
782,317,60,60
819,349,53,67
833,380,71,60
855,400,71,60
854,399,71,60
879,429,71,60
898,441,71,60
916,456,71,60
928,465,71,60
937,468,71,60
936,467,71,60
941,473,71,60
938,468,71,60
931,465,71,60
917,457,71,60
899,447,71,60
898,446,71,60
877,438,71,60
851,424,71,60
824,413,71,60
795,400,71,60
767,388,71,60
766,387,71,60
740,377,71,60
715,365,71,60
693,356,71,60
674,347,71,60
658,339,71,60
657,338,71,60
645,332,71,60
635,325,71,60
628,319,71,60
470,265,51,117
495,252,49,125
554,253,49,125
539,248,43,103
550,242,42,116
552,242,41,120
547,247,41,113
541,253,38,101
526,254,38,101
524,259,35,119
515,270,36,109
505,278,40,101
495,280,43,112
487,279,45,120
480,278,45,120
481,281,35,105
477,282,34,105
467,286,46,88
471,291,45,73
480,295,36,65
475,296,36,65
472,310,57,63
475,320,58,59
490,331,54,55
484,341,64,59
484,357,71,71
482,361,71,71
505,400,61,74
506,417,61,88
518,432,52,84
528,445,42,67
533,449,56,85
529,449,56,85
543,463,59,81
543,468,64,84
545,468,58,113
550,469,56,113
564,473,45,76
566,464,45,76
554,458,76,118
551,459,76,118
581,442,77,102
585,425,88,119
613,409,72,119
627,405,72,119
640,362,81,107
650,330,84,112
670,309,57,109
640,281,56,116
593,257,72,114
587,253,72,114
523,214,29,107
450,194,39,117
394,182,43,113
350,176,36,97
312,166,40,106
314,165,40,106
254,152,50,107
240,149,40,96
233,139,38,107
227,133,51,111
244,128,48,103
248,122,48,103
302,114,42,104
311,113,43,105
327,117,42,91
347,118,35,97
359,118,38,106
362,114,38,106
374,139,34,72
377,149,34,99
372,159,52,104
369,172,66,103
382,189,48,91
377,183,48,91
400,205,45,109
416,214,49,94
435,223,34,95
446,228,37,104
440,231,61,109
431,230,61,109
457,242,33,92
454,242,42,99
451,246,63,94
462,255,47,73
474,262,41,61
474,261,41,61
466,280,72,55
487,294,55,54
510,311,48,47
