766,451,73,181
771,460,77,192
780,476,80,187
790,477,84,186
800,478,84,195
810,483,84,195
818,485,87,195
822,484,87,211
824,478,95,232
828,499,91,199
830,501,91,199
829,500,91,199
839,486,88,208
839,486,87,197
840,478,83,212
838,480,86,203
841,490,82,183
840,489,82,183
846,475,80,193
849,481,79,188
852,480,77,181
854,474,78,197
857,484,81,190
858,486,81,190
858,467,81,190
866,497,81,190
891,494,86,191
896,492,85,198
898,490,89,210
890,470,89,210
899,503,89,176
895,544,89,176
924,508,89,176
907,489,82,170
904,479,83,182
905,471,83,182
895,482,81,188
888,477,77,190
880,466,74,200
907,441,74,200
850,475,71,176
826,470,71,176
804,463,70,196
685,514,70,196
542,483,70,196
199,505,70,196
0,432,70,196
0,431,70,196
0,460,70,196
0,405,70,196
0,378,70,196
0,158,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
0,0,70,196
